product_id,mean_daily_demand,std_daily_demand,stock_units,p_stockout,recommended_reorder_point
1,1.3225806451612903,0.566096601510908,270.0,0.0,23
2,1.3428571428571427,0.6344166391652173,16.0,0.8839,24
3,1.278688524590164,0.5811238405303871,91.0,0.0,23
5,1.3770491803278688,0.6100255302370414,161.0,0.0,24
7,1.2666666666666666,0.5482380612028067,104.0,0.0,22
8,1.3529411764705883,0.6410044795138363,489.0,0.0,24
9,1.4722222222222223,0.8217504885393805,5.0,1.0,27
10,1.2698412698412698,0.5145103907019731,474.0,0.0,22
11,1.484375,0.6898858313644806,46.0,0.0,26
12,1.4923076923076923,0.8314722808645842,238.0,0.0,28
14,1.2452830188679245,0.4765928909924668,12.0,0.9987,22
15,1.4390243902439024,0.6866911354074368,50.0,0.0,26
18,1.2857142857142858,0.5800047671820612,423.0,0.0,23
19,1.390625,0.7263124409679087,23.0,0.1027,25
20,1.3333333333333333,0.5773502691896258,182.0,0.0,23
21,1.44,0.7021203408056007,216.0,0.0,26
22,1.3235294117647058,0.6094082392839069,461.0,0.0,24
23,1.4098360655737705,0.6922679919493574,39.0,0.0,25
24,1.3508771929824561,0.6406254775656879,55.0,0.0,24
25,1.3611111111111112,0.6348018556456355,132.0,0.0,24
26,1.2413793103448276,0.506461575328007,364.0,0.0,22
28,1.3,0.5735725823698138,402.0,0.0,23
29,1.3676470588235294,0.6890272564568647,251.0,0.0,25
30,1.368421052631579,0.6445258209215411,118.0,0.0,24
31,1.290909090909091,0.5985391868951925,430.0,0.0,23
33,1.4406779661016949,1.0046647483489717,298.0,0.0,28
34,1.378787878787879,0.6964779860710496,335.0,0.0,25
35,1.3448275862068966,0.663634969889877,358.0,0.0,24
36,1.3114754098360655,0.5639439572202594,393.0,0.0,23
37,1.3,0.6714517537598057,100.0,0.0,24
38,1.3396226415094339,0.6184159735975298,94.0,0.0,24
39,1.3,0.5908913118102866,428.0,0.0,23
40,1.359375,0.7425222459389926,309.0,0.0,25
41,1.3174603174603174,0.5909368402852788,399.0,0.0,23
42,1.2115384615384615,0.4984894225297638,180.0,0.0,21
44,1.3888888888888888,0.6845096486679328,196.0,0.0,25
46,1.3142857142857143,0.649255027779769,415.0,0.0,24
47,1.3287671232876712,0.6466751399906194,348.0,0.0,24
48,1.3275862068965518,0.6037290851263216,186.0,0.0,24
50,1.2459016393442623,0.5051645839037027,278.0,0.0,22
51,1.3174603174603174,0.6176280545137811,332.0,0.0,24
52,1.3285714285714285,0.5828821088307918,248.0,0.0,23
53,1.2027027027027026,0.5484655988695009,369.0,0.0,21
54,1.21875,0.4531634835874828,466.0,0.0,21
55,1.3709677419354838,0.579255343558192,207.0,0.0,24
56,1.3275862068965518,0.7810908035018622,120.0,0.0,25
57,1.3333333333333333,0.6475761258027334,497.0,0.0,24
59,1.3636363636363635,0.6710809566286694,69.0,0.0,25
60,1.2835820895522387,0.5722356515339435,375.0,0.0,23
62,1.3970588235294117,0.7358557995165749,411.0,0.0,26
63,1.360655737704918,0.6333189529572467,130.0,0.0,24
64,1.462686567164179,0.8039364932131489,159.0,0.0,27
66,1.459016393442623,0.647399168257196,170.0,0.0,26
67,1.28125,0.5764904768001549,447.0,0.0,23
68,1.4057971014492754,0.6927957126045452,229.0,0.0,25
69,1.2112676056338028,0.4755596089344631,363.0,0.0,21
72,1.372093023255814,0.5748966480601121,142.0,0.0,24
73,1.45,0.699273230466788,485.0,0.0,26
74,1.3043478260869565,0.576611496949482,434.0,0.0,23
75,1.3220338983050848,0.5065324296423368,38.0,0.0,23
76,1.4333333333333333,0.7448504949901058,21.0,0.3841,26
77,1.2307692307692308,0.5812557270351505,88.0,0.0,22
78,1.3220338983050848,0.6549724386436554,439.0,0.0,24
79,1.1428571428571428,0.3541688016605732,492.0,0.0,19
80,1.2205882352941178,0.4177261916648386,317.0,0.0,21
81,1.2666666666666666,0.5783280010825674,401.0,0.0,23
82,1.3768115942028984,0.6881657049800262,97.0,0.0,25
83,1.2857142857142858,0.6625129398322228,422.0,0.0,23
84,1.3653846153846154,0.6576501887318704,439.0,0.0,25
85,1.1846153846153846,0.5271476220041359,39.0,0.0,21
86,1.4927536231884058,0.7400951529800885,263.0,0.0,27
87,1.171875,0.4561636959034744,454.0,0.0,20
88,1.3432835820895523,0.8625585409376861,308.0,0.0,26
89,1.3333333333333333,0.672021505032247,78.0,0.0,24
90,1.4328358208955223,0.7632442834854247,393.0,0.0,26
91,1.5161290322580645,0.8246596015857529,268.0,0.0,28
92,1.375,0.6546536707079771,449.0,0.0,25
93,1.3611111111111112,0.6348018556456356,398.0,0.0,24
95,1.375,0.7014723744122016,154.0,0.0,25
97,1.2985074626865671,0.6033975867292949,465.0,0.0,23
98,1.3174603174603174,0.6432126228850046,57.0,0.0,24
99,1.3703703703703705,0.7344949823555778,213.0,0.0,25
100,1.2459016393442623,0.5051645839037028,350.0,0.0,22
101,1.3492063492063493,0.6515175871844522,411.0,0.0,24
102,1.2203389830508475,0.4574214313605272,325.0,0.0,21
103,1.3518518518518519,0.6191109696430478,166.0,0.0,24
104,1.4727272727272727,0.8575275711914664,498.0,0.0,28
105,1.3582089552238805,0.7528026933201716,4.0,1.0,25
106,1.3181818181818181,0.6116582985016015,473.0,0.0,24
108,1.2727272727272727,0.5533715710928596,49.0,0.0,22
110,1.3653846153846154,0.7417215310091748,73.0,0.0,25
111,1.2380952380952381,0.5301942953139067,311.0,0.0,22
112,1.296875,0.7055266523263718,378.0,0.0,24
113,1.3650793650793651,0.7025664312887314,357.0,0.0,25
114,1.2238805970149254,0.4868232061146626,220.0,0.0,21
115,1.2459016393442623,0.5051645839037027,80.0,0.0,22
116,1.3584905660377358,0.5914239538423512,314.0,0.0,24
117,1.2608695652173914,0.5597313933813012,314.0,0.0,22
118,1.3859649122807018,0.7008766440504625,82.0,0.0,25
119,1.234375,0.5561256995057805,268.0,0.0,22
120,1.2241379310344827,0.5312383232409489,220.0,0.0,22
123,1.2121212121212122,0.5118639096524212,384.0,0.0,21
125,1.373134328358209,0.7142663304212273,276.0,0.0,25
126,1.4696969696969697,0.7064471665082952,178.0,0.0,26
127,1.3043478260869565,0.6924880085198112,6.0,1.0,24
128,1.289855072463768,0.62075497854871,296.0,0.0,23
130,1.423728813559322,0.7240544328582427,154.0,0.0,26
131,1.5806451612903225,0.8598205511745486,128.0,0.0,29
132,1.3015873015873016,0.6126336756017505,306.0,0.0,23
133,1.3225806451612903,0.6471676892273784,284.0,0.0,24
134,1.459016393442623,0.8674439557651217,408.0,0.0,27
135,1.4375,0.753299619978875,106.0,0.0,26
136,1.4927536231884058,0.7788224219142548,458.0,0.0,27
137,1.24,0.5910903104450629,259.0,0.0,22
138,1.3333333333333333,0.643750273331526,457.0,0.0,24
139,1.4029850746268657,0.6976085012282887,249.0,0.0,25
141,1.5263157894736843,0.826033187630902,203.0,0.0,28
142,1.515625,0.796663428963335,126.0,0.0,28
143,1.4137931034482758,0.7017392617849956,253.0,0.0,26
144,1.3076923076923077,0.578655017224664,183.0,0.0,23
145,1.2428571428571429,0.5757342957441967,435.0,0.0,22
146,1.4054054054054055,0.7387312136344169,128.0,0.0,26
147,1.3582089552238805,0.667457694433125,388.0,0.0,25
148,1.36986301369863,0.7547414810359552,269.0,0.0,25
149,1.3859649122807018,0.6479193612995888,447.0,0.0,25
151,1.328125,0.5649747149841562,383.0,0.0,23
152,1.2272727272727273,0.4897551835970089,160.0,0.0,21
153,1.44,0.7329003050503234,182.0,0.0,26
154,1.3448275862068966,0.6084701592224938,334.0,0.0,24
155,1.3181818181818181,0.660048737340157,218.0,0.0,24
156,1.4,0.7635776630164264,266.0,0.0,26
157,1.2650602409638554,0.5861061534876073,452.0,0.0,23
158,1.3015873015873016,0.5857149101441603,331.0,0.0,23
159,1.2941176470588236,0.5479629448581944,71.0,0.0,23
160,1.4848484848484849,0.8084633903975206,356.0,0.0,27
161,1.3076923076923077,0.6116022524760564,329.0,0.0,23
162,1.3823529411764706,0.6698053128748678,307.0,0.0,25
163,1.2075471698113207,0.40943162132389443,408.0,0.0,20
164,1.3492063492063493,0.6262723863420143,443.0,0.0,24
165,1.3548387096774193,0.5753623005008688,271.0,0.0,24
166,1.484375,0.7344620642412539,212.0,0.0,27
168,1.3333333333333333,0.6288721857330793,140.0,0.0,24
172,1.2459016393442623,0.5959792419460606,91.0,0.0,22
173,1.3125,0.709907215041694,495.0,0.0,24
174,1.393939393939394,0.7416984226196994,37.0,0.0,26
175,1.25,0.5407151573203143,41.0,0.0,22
177,1.3859649122807018,0.6749176130915187,394.0,0.0,25
178,1.2758620689655173,0.48821563571545695,74.0,0.0,22
179,1.423728813559322,0.6747512908474442,50.0,0.0,25
180,1.265625,0.5702182121993382,454.0,0.0,22
181,1.3870967741935485,0.7543282476716122,38.0,0.0,26
182,1.289855072463768,0.5965944842915722,457.0,0.0,23
185,1.3174603174603174,0.5629816024438277,199.0,0.0,23
186,1.352112676056338,0.634678581179837,364.0,0.0,24
187,1.453125,0.7544510776527716,227.0,0.0,26
188,1.588235294117647,1.0426211313460951,129.0,0.0,31
190,1.4166666666666667,0.7071067811865475,216.0,0.0,26
191,1.5454545454545454,0.7910706743643854,347.0,0.0,28
192,1.3035714285714286,0.630141192176739,345.0,0.0,23
193,1.2962962962962963,0.6333388502463011,106.0,0.0,23
195,1.2105263157894737,0.452644692938195,340.0,0.0,21
196,1.3,0.5908913118102866,30.0,0.0,23
197,1.375,0.6299407883487119,74.0,0.0,24
198,1.2166666666666666,0.45441960250548497,134.0,0.0,21
199,1.3780487804878048,0.6599708916596251,62.0,0.0,25
200,1.323076923076923,0.6151141232449345,55.0,0.0,24
201,1.3846153846153846,0.661366563656932,52.0,0.0,25
202,1.3928571428571428,0.7550694472231478,75.0,0.0,26
204,1.423728813559322,0.7474875118437505,181.0,0.0,26
205,1.490566037735849,0.7499395234446462,401.0,0.0,27
206,1.2307692307692308,0.5464819612179816,394.0,0.0,22
207,1.3333333333333333,0.5958006000151015,9.0,1.0,24
208,1.3181818181818181,0.5859664182840545,61.0,0.0,23
209,1.4029850746268657,0.7189997575027474,140.0,0.0,26
210,1.3125,0.5875696513930032,234.0,0.0,23
211,1.3692307692307693,0.7195751951939849,235.0,0.0,25
213,1.411764705882353,0.7172770675070785,359.0,0.0,26
214,1.3387096774193548,0.6514435014968811,496.0,0.0,24
217,1.309090909090909,0.5732534593175418,90.0,0.0,23
218,1.4705882352941178,0.7221565596018247,455.0,0.0,26
219,1.2459016393442623,0.5371448502628825,283.0,0.0,22
220,1.3333333333333333,0.6500270850261591,207.0,0.0,24
221,1.4848484848484849,0.728379111820301,292.0,0.0,27
222,1.28125,0.6033964713082945,3.0,1.0,23
223,1.3571428571428572,0.5906448032818814,492.0,0.0,24
224,1.3061224489795917,0.5846680551337464,49.0,0.0,23
225,1.46875,0.8351171384426468,129.0,0.0,27
226,1.4482758620689655,0.6535305948113729,221.0,0.0,26
